review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
produk sesuai deskripsi tekstur haluus efektif tahan minyak muka tutup pori pakai blend dempul ngeblend sore kirim proses cepat kurang packaging lubang bedak banding spons kalo ambil bedak balik cecer keliling overall bagus repurchase,"{'classified_text': 'produk sesuai [3] deskripsi tekstur haluus efektif tahan minyak muka tutup pori pakai blend dempul ngeblend sore kirim proses cepat [2] kurang [-2] packaging lubang bedak banding spons kalo ambil bedak balik cecer keliling overall bagus [4] repurchase', 'tweet_text': ' produk sesuai deskripsi tekstur haluus efektif tahan minyak muka tutup pori pakai blend dempul ngeblend sore kirim proses cepat kurang packaging lubang bedak banding spons kalo ambil bedak balik cecer keliling overall bagus repurchase', 'sentence_score': ['produk sesuai [3] deskripsi tekstur haluus efektif tahan minyak muka tutup pori pakai blend dempul ngeblend sore kirim proses cepat [2] kurang [-2] packaging lubang bedak banding spons kalo ambil bedak balik cecer keliling overall bagus [4] repurchase'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",produk sesuai [3] deskripsi tekstur haluus efektif tahan minyak muka tutup pori pakai blend dempul ngeblend sore kirim proses cepat [2] kurang [-2] packaging lubang bedak banding spons kalo ambil bedak balik cecer keliling overall bagus [4] repurchase, produk sesuai deskripsi tekstur haluus efektif tahan minyak muka tutup pori pakai blend dempul ngeblend sore kirim proses cepat kurang packaging lubang bedak banding spons kalo ambil bedak balik cecer keliling overall bagus repurchase,['produk sesuai [3] deskripsi tekstur haluus efektif tahan minyak muka tutup pori pakai blend dempul ngeblend sore kirim proses cepat [2] kurang [-2] packaging lubang bedak banding spons kalo ambil bedak balik cecer keliling overall bagus [4] repurchase'],4,-2,positif
coba moga cocok,"{'classified_text': 'coba moga cocok [3]', 'tweet_text': ' coba moga cocok', 'sentence_score': ['coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3], coba moga cocok,['coba moga cocok [3]'],3,-1,positif
moga cocok terima kasih bonus,"{'classified_text': 'moga cocok [3] terima kasih [4] bonus [4]', 'tweet_text': ' moga cocok terima kasih bonus', 'sentence_score': ['moga cocok [3] terima kasih [4] bonus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3] terima kasih [4] bonus [4], moga cocok terima kasih bonus,['moga cocok [3] terima kasih [4] bonus [4]'],4,-1,positif
keren banget warna liptintnya cocok,"{'classified_text': 'keren [5] banget warna liptintnya cocok [3]', 'tweet_text': ' keren banget warna liptintnya cocok', 'sentence_score': ['keren [5] banget warna liptintnya cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",keren [5] banget warna liptintnya cocok [3], keren banget warna liptintnya cocok,['keren [5] banget warna liptintnya cocok [3]'],5,-1,positif
ampuh suka deh,"{'classified_text': 'ampuh suka [4] deh', 'tweet_text': ' ampuh suka deh', 'sentence_score': ['ampuh suka [4] deh'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",ampuh suka [4] deh, ampuh suka deh,['ampuh suka [4] deh'],4,-1,positif
bikin calming banget kulit super kering,"{'classified_text': 'bikin calming banget kulit super [4] kering', 'tweet_text': ' bikin calming banget kulit super kering', 'sentence_score': ['bikin calming banget kulit super [4] kering'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bikin calming banget kulit super [4] kering, bikin calming banget kulit super kering,['bikin calming banget kulit super [4] kering'],4,-1,positif
aman cepat serum thick padat cepat serap berminysk wangi tipis fruity pelembab ringan cepat serap fragrance free ok oily skin,"{'classified_text': 'aman [4] cepat [5] serum thick padat [1] cepat [5] serap berminysk wangi tipis [-1] fruity pelembab ringan cepat [4] serap fragrance free ok [1] oily skin', 'tweet_text': ' aman cepat serum thick padat cepat serap berminysk wangi tipis fruity pelembab ringan cepat serap fragrance free ok oily skin', 'sentence_score': ['aman [4] cepat [5] serum thick padat [1] cepat [5] serap berminysk wangi tipis [-1] fruity pelembab ringan cepat [4] serap fragrance free ok [1] oily skin'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",aman [4] cepat [5] serum thick padat [1] cepat [5] serap berminysk wangi tipis [-1] fruity pelembab ringan cepat [4] serap fragrance free ok [1] oily skin, aman cepat serum thick padat cepat serap berminysk wangi tipis fruity pelembab ringan cepat serap fragrance free ok oily skin,['aman [4] cepat [5] serum thick padat [1] cepat [5] serap berminysk wangi tipis [-1] fruity pelembab ringan cepat [4] serap fragrance free ok [1] oily skin'],5,-1,positif
tipe kulit minyak tipe kulit kering,"{'classified_text': 'tipe kulit minyak tipe kulit kering', 'tweet_text': ' tipe kulit minyak tipe kulit kering', 'sentence_score': ['tipe kulit minyak tipe kulit kering'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit kering, tipe kulit minyak tipe kulit kering,['tipe kulit minyak tipe kulit kering'],1,-1,netral
perih mata,"{'classified_text': 'perih [-4] mata', 'tweet_text': ' perih mata', 'sentence_score': ['perih [-4] mata'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",perih [-4] mata, perih mata,['perih [-4] mata'],1,-4,negatif
bagus terima kasih ya,"{'classified_text': 'bagus [4] terima kasih [4] ya', 'tweet_text': ' bagus terima kasih ya', 'sentence_score': ['bagus [4] terima kasih [4] ya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] terima kasih [4] ya, bagus terima kasih ya,['bagus [4] terima kasih [4] ya'],4,-1,positif
tipe kulit minyak tipe kulit kering tipe kulit sensitif,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit sensitif', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit kering tipe kulit sensitif [-2], tipe kulit minyak tipe kulit kering tipe kulit sensitif,['tipe kulit minyak tipe kulit kering tipe kulit sensitif [-2]'],1,-2,negatif
coba moga cocok tipe kulit kombinasi kulit jerawat,"{'classified_text': 'coba moga cocok [3] tipe kulit kombinasi kulit jerawat', 'tweet_text': ' coba moga cocok tipe kulit kombinasi kulit jerawat', 'sentence_score': ['coba moga cocok [3] tipe kulit kombinasi kulit jerawat'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] tipe kulit kombinasi kulit jerawat, coba moga cocok tipe kulit kombinasi kulit jerawat,['coba moga cocok [3] tipe kulit kombinasi kulit jerawat'],3,-1,positif
packaging super aman sayang bonus lupa sellernya,"{'classified_text': 'packaging super [4] aman [5] sayang [5] bonus [4] lupa sellernya', 'tweet_text': ' packaging super aman sayang bonus lupa sellernya', 'sentence_score': ['packaging super [4] aman [5] sayang [5] bonus [4] lupa sellernya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packaging super [4] aman [5] sayang [5] bonus [4] lupa sellernya, packaging super aman sayang bonus lupa sellernya,['packaging super [4] aman [5] sayang [5] bonus [4] lupa sellernya'],5,-1,positif
barang cocok kulit minyak,"{'classified_text': 'barang cocok [3] kulit minyak', 'tweet_text': ' barang cocok kulit minyak', 'sentence_score': ['barang cocok [3] kulit minyak'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang cocok [3] kulit minyak, barang cocok kulit minyak,['barang cocok [3] kulit minyak'],3,-1,positif
barusan coba swatch lihat shades nya warna coklat bagus deh terang pigmented waterproof mudah hapus thank you somethinc tokopedia babang gtl,"{'classified_text': 'barusan coba swatch lihat shades nya warna coklat bagus [4] deh terang pigmented waterproof mudah [3] hapus thank you somethinc tokopedia babang gtl', 'tweet_text': ' barusan coba swatch lihat shades nya warna coklat bagus deh terang pigmented waterproof mudah hapus thank you somethinc tokopedia babang gtl', 'sentence_score': ['barusan coba swatch lihat shades nya warna coklat bagus [4] deh terang pigmented waterproof mudah [3] hapus thank you somethinc tokopedia babang gtl'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barusan coba swatch lihat shades nya warna coklat bagus [4] deh terang pigmented waterproof mudah [3] hapus thank you somethinc tokopedia babang gtl, barusan coba swatch lihat shades nya warna coklat bagus deh terang pigmented waterproof mudah hapus thank you somethinc tokopedia babang gtl,['barusan coba swatch lihat shades nya warna coklat bagus [4] deh terang pigmented waterproof mudah [3] hapus thank you somethinc tokopedia babang gtl'],4,-1,positif
paket terima packaging produk ok,"{'classified_text': 'paket terima packaging produk ok [1]', 'tweet_text': ' paket terima packaging produk ok', 'sentence_score': ['paket terima packaging produk ok [1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",paket terima packaging produk ok [1], paket terima packaging produk ok,['paket terima packaging produk ok [1]'],1,-1,netral
kualitas mantap bro tekstur mantap,"{'classified_text': 'kualitas mantap [4] bro tekstur mantap [4]', 'tweet_text': ' kualitas mantap bro tekstur mantap', 'sentence_score': ['kualitas mantap [4] bro tekstur mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kualitas mantap [4] bro tekstur mantap [4], kualitas mantap bro tekstur mantap,['kualitas mantap [4] bro tekstur mantap [4]'],4,-1,positif
oke,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
terima kasih terima cocok,"{'classified_text': 'terima kasih [4] terima cocok [3]', 'tweet_text': ' terima kasih terima cocok', 'sentence_score': ['terima kasih [4] terima cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] terima cocok [3], terima kasih terima cocok,['terima kasih [4] terima cocok [3]'],4,-1,positif
cocok kulit ku,"{'classified_text': 'cocok [3] kulit ku', 'tweet_text': ' cocok kulit ku', 'sentence_score': ['cocok [3] kulit ku'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit ku, cocok kulit ku,['cocok [3] kulit ku'],3,-1,positif
tipe kulit minyak loose powder bantu tahan minyak banget,"{'classified_text': 'tipe kulit minyak loose powder bantu tahan minyak banget', 'tweet_text': ' tipe kulit minyak loose powder bantu tahan minyak banget', 'sentence_score': ['tipe kulit minyak loose powder bantu tahan minyak banget'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak loose powder bantu tahan minyak banget, tipe kulit minyak loose powder bantu tahan minyak banget,['tipe kulit minyak loose powder bantu tahan minyak banget'],1,-1,netral
mantap,"{'classified_text': 'mantap [4]', 'tweet_text': ' mantap', 'sentence_score': ['mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4], mantap,['mantap [4]'],4,-1,positif
tipe kulit minyak tipe kulit sensitif tipe kulit kombinasi kulit pori asa formula cair banget ya asa punya botol sblomnya merah banget kentel beli cair banget ditetesin muka langsung alir jatuh bwh warna merah banget pink,"{'classified_text': 'tipe kulit minyak tipe kulit sensitif [-2] tipe kulit kombinasi kulit pori asa formula cair banget ya asa punya botol sblomnya merah banget kentel beli cair banget ditetesin muka langsung alir jatuh [-3] bwh warna merah banget pink', 'tweet_text': ' tipe kulit minyak tipe kulit sensitif tipe kulit kombinasi kulit pori asa formula cair banget ya asa punya botol sblomnya merah banget kentel beli cair banget ditetesin muka langsung alir jatuh bwh warna merah banget pink', 'sentence_score': ['tipe kulit minyak tipe kulit sensitif [-2] tipe kulit kombinasi kulit pori asa formula cair banget ya asa punya botol sblomnya merah banget kentel beli cair banget ditetesin muka langsung alir jatuh [-3] bwh warna merah banget pink'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit sensitif [-2] tipe kulit kombinasi kulit pori asa formula cair banget ya asa punya botol sblomnya merah banget kentel beli cair banget ditetesin muka langsung alir jatuh [-3] bwh warna merah banget pink, tipe kulit minyak tipe kulit sensitif tipe kulit kombinasi kulit pori asa formula cair banget ya asa punya botol sblomnya merah banget kentel beli cair banget ditetesin muka langsung alir jatuh bwh warna merah banget pink,['tipe kulit minyak tipe kulit sensitif [-2] tipe kulit kombinasi kulit pori asa formula cair banget ya asa punya botol sblomnya merah banget kentel beli cair banget ditetesin muka langsung alir jatuh [-3] bwh warna merah banget pink'],1,-3,negatif
honestly bau suka kaya cocok deh muka terima kasih,"{'classified_text': 'honestly bau [-4] suka [4] kaya [4] cocok [4] deh muka terima kasih [4]', 'tweet_text': ' honestly bau suka kaya cocok deh muka terima kasih', 'sentence_score': ['honestly bau [-4] suka [4] kaya [4] cocok [4] deh muka terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",honestly bau [-4] suka [4] kaya [4] cocok [4] deh muka terima kasih [4], honestly bau suka kaya cocok deh muka terima kasih,['honestly bau [-4] suka [4] kaya [4] cocok [4] deh muka terima kasih [4]'],4,-4,netral
suka banget cushionnya beli refillnya,"{'classified_text': 'suka [5] banget cushionnya beli refillnya', 'tweet_text': ' suka banget cushionnya beli refillnya', 'sentence_score': ['suka [5] banget cushionnya beli refillnya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",suka [5] banget cushionnya beli refillnya, suka banget cushionnya beli refillnya,['suka [5] banget cushionnya beli refillnya'],5,-1,positif
bagus banget muka minyak harga gin tahan minyak pakai acara wisuda hari acara gereja malam matte kinclong kayak kilang minyak recommended niat beli diskon kalo tambah lumayan masuk tas,"{'classified_text': 'bagus [5] banget muka minyak harga gin tahan minyak pakai acara wisuda hari acara gereja malam matte kinclong kayak kilang minyak recommended niat beli diskon kalo tambah lumayan [3] masuk tas', 'tweet_text': ' bagus banget muka minyak harga gin tahan minyak pakai acara wisuda hari acara gereja malam matte kinclong kayak kilang minyak recommended niat beli diskon kalo tambah lumayan masuk tas', 'sentence_score': ['bagus [5] banget muka minyak harga gin tahan minyak pakai acara wisuda hari acara gereja malam matte kinclong kayak kilang minyak recommended niat beli diskon kalo tambah lumayan [3] masuk tas'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget muka minyak harga gin tahan minyak pakai acara wisuda hari acara gereja malam matte kinclong kayak kilang minyak recommended niat beli diskon kalo tambah lumayan [3] masuk tas, bagus banget muka minyak harga gin tahan minyak pakai acara wisuda hari acara gereja malam matte kinclong kayak kilang minyak recommended niat beli diskon kalo tambah lumayan masuk tas,['bagus [5] banget muka minyak harga gin tahan minyak pakai acara wisuda hari acara gereja malam matte kinclong kayak kilang minyak recommended niat beli diskon kalo tambah lumayan [3] masuk tas'],5,-1,positif
always repurchase,"{'classified_text': 'always repurchase', 'tweet_text': ' always repurchase', 'sentence_score': ['always repurchase'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",always repurchase, always repurchase,['always repurchase'],1,-1,netral
beli voucher bagus banget cepat kirim eyelash curler gratis,"{'classified_text': 'beli voucher bagus [5] banget cepat [5] kirim eyelash curler gratis', 'tweet_text': ' beli voucher bagus banget cepat kirim eyelash curler gratis', 'sentence_score': ['beli voucher bagus [5] banget cepat [5] kirim eyelash curler gratis'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",beli voucher bagus [5] banget cepat [5] kirim eyelash curler gratis, beli voucher bagus banget cepat kirim eyelash curler gratis,['beli voucher bagus [5] banget cepat [5] kirim eyelash curler gratis'],5,-1,positif
bagus banget terima kasih kak,"{'classified_text': 'bagus [5] banget terima kasih [4] kak', 'tweet_text': ' bagus banget terima kasih kak', 'sentence_score': ['bagus [5] banget terima kasih [4] kak'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget terima kasih [4] kak, bagus banget terima kasih kak,['bagus [5] banget terima kasih [4] kak'],5,-1,positif
